,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.1516e-40,1.8601e-35,4.1923e-03,5.4408e-07,7.6715e-01,3.0919e-01,5.6811e-01,2.5973e-22
DCC_joint,,2.1516e-40,,2.6662e-02,9.9977e-83,6.7371e-142,8.8351e-94,6.4207e-68,1.4638e-50,9.9567e-05
DCC_bivariate_loop,,1.8601e-35,2.6662e-02,,1.1593e-75,5.1701e-133,3.5788e-84,8.1011e-60,2.5541e-44,1.6579e-02
SW_cross_validated,,4.1923e-03,9.9977e-83,1.1593e-75,,1.2551e-02,2.3326e-06,2.5751e-07,6.4228e-05,4.7283e-46
SW_15,,5.4408e-07,6.7371e-142,5.1701e-133,1.2551e-02,,3.1076e-23,2.0450e-20,6.4456e-12,2.9952e-72
SW_30,,7.6715e-01,8.8351e-94,3.5788e-84,2.3326e-06,3.1076e-23,,2.2617e-01,6.4702e-01,5.4075e-40
SW_60,,3.0919e-01,6.4207e-68,8.1011e-60,2.5751e-07,2.0450e-20,2.2617e-01,,6.4870e-01,1.7263e-30
SW_120,,5.6811e-01,1.4638e-50,2.5541e-44,6.4228e-05,6.4456e-12,6.4702e-01,6.4870e-01,,1.6854e-25
sFC,,2.5973e-22,9.9567e-05,1.6579e-02,4.7283e-46,2.9952e-72,5.4075e-40,1.7263e-30,1.6854e-25,
