,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.39,-1.93,3.30,16.12,7.56,1.43,2.27,47.66
DCC_joint,,-2.39,,0.32,4.93,16.92,8.98,2.96,4.09,42.27
DCC_bivariate_loop,,-1.93,0.32,,4.51,16.11,8.36,2.65,3.65,38.77
SW_cross_validated,,3.30,4.93,4.51,,10.52,3.15,-1.20,-1.07,26.31
SW_15,,16.12,16.92,16.11,10.52,,-8.01,-10.58,-12.22,12.12
SW_30,,7.56,8.98,8.36,3.15,-8.01,,-4.04,-4.51,25.14
SW_60,,1.43,2.96,2.65,-1.20,-10.58,-4.04,,0.32,23.10
SW_120,,2.27,4.09,3.65,-1.07,-12.22,-4.51,0.32,,31.05
sFC,,47.66,42.27,38.77,26.31,12.12,25.14,23.10,31.05,
