,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.16,-1.92,8.87,20.81,13.12,8.88,7.42,-4.93
DCC_joint,,-2.16,,0.34,14.81,32.24,20.27,14.66,14.53,-4.55
DCC_bivariate_loop,,-1.92,0.34,,14.36,31.51,19.78,14.22,13.94,-4.82
SW_cross_validated,,8.87,14.81,14.36,,13.65,5.08,0.10,-2.83,-19.31
SW_15,,20.81,32.24,31.51,13.65,,-8.01,-13.35,-18.86,-38.78
SW_30,,13.12,20.27,19.78,5.08,-8.01,,-4.91,-8.51,-24.96
SW_60,,8.88,14.66,14.22,0.10,-13.35,-4.91,,-2.90,-19.02
SW_120,,7.42,14.53,13.94,-2.83,-18.86,-8.51,-2.90,,-20.61
sFC,,-4.93,-4.55,-4.82,-19.31,-38.78,-24.96,-19.02,-20.61,
