,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.4608e-02,7.0500e-02,5.4986e-08,4.9232e-14,1.1994e-10,5.4809e-08,7.1001e-07,1.0912e-04
DCC_joint,,4.4608e-02,,7.3813e-01,1.6007e-11,2.2402e-17,7.6285e-14,1.8997e-11,2.2022e-11,2.4601e-04
DCC_bivariate_loop,,7.0500e-02,7.3813e-01,,2.6692e-11,3.3629e-17,1.1643e-13,3.1336e-11,4.3713e-11,1.3734e-04
SW_cross_validated,,5.4986e-08,1.6007e-11,2.6692e-11,,6.1548e-11,7.8911e-05,9.1836e-01,1.0988e-02,1.7719e-13
SW_15,,4.9232e-14,2.2402e-17,3.3629e-17,6.1548e-11,,2.4245e-07,8.9417e-11,2.6426e-13,8.4629e-19
SW_30,,1.1994e-10,7.6285e-14,1.1643e-13,7.8911e-05,2.4245e-07,,1.1300e-04,9.9803e-08,2.0370e-15
SW_60,,5.4809e-08,1.8997e-11,3.1336e-11,9.1836e-01,8.9417e-11,1.1300e-04,,9.4605e-03,2.2821e-13
SW_120,,7.1001e-07,2.2022e-11,4.3713e-11,1.0988e-02,2.6426e-13,9.9803e-08,9.4605e-03,,5.7422e-14
sFC,,1.0912e-04,2.4601e-04,1.3734e-04,1.7719e-13,8.4629e-19,2.0370e-15,2.2821e-13,5.7422e-14,
