,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-9.89,-9.45,-6.31,4.97,-4.84,-7.65,2.52,-0.01
DCC_joint,,-9.89,,0.25,4.51,21.16,8.65,3.18,16.69,17.69
DCC_bivariate_loop,,-9.45,0.25,,4.08,19.81,7.84,2.78,15.69,16.05
SW_cross_validated,,-6.31,4.51,4.08,,15.69,3.05,-1.52,11.71,11.01
SW_15,,4.97,21.16,19.81,15.69,,-16.61,-18.33,-3.33,-10.34
SW_30,,-4.84,8.65,7.84,3.05,-16.61,,-5.14,11.25,11.89
SW_60,,-7.65,3.18,2.78,-1.52,-18.33,-5.14,,13.90,14.18
SW_120,,2.52,16.69,15.69,11.71,-3.33,11.25,13.90,,-4.69
sFC,,-0.01,17.69,16.05,11.01,-10.34,11.89,14.18,-4.69,
