,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.97,0.86,3.97,9.31,5.87,3.97,3.32,2.20
DCC_joint,,0.97,,0.15,6.62,14.42,9.07,6.55,6.50,2.04
DCC_bivariate_loop,,0.86,0.15,,6.42,14.09,8.85,6.36,6.23,2.16
SW_cross_validated,,3.97,6.62,6.42,,6.11,2.27,0.05,1.27,8.63
SW_15,,9.31,14.42,14.09,6.11,,3.58,5.97,8.44,17.34
SW_30,,5.87,9.07,8.85,2.27,3.58,,2.20,3.81,11.16
SW_60,,3.97,6.55,6.36,0.05,5.97,2.20,,1.30,8.51
SW_120,,3.32,6.50,6.23,1.27,8.44,3.81,1.30,,9.22
sFC,,2.20,2.04,2.16,8.63,17.34,11.16,8.51,9.22,
