,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.43,4.23,2.82,2.22,2.16,3.42,1.13,0.00
DCC_joint,,4.43,,0.11,2.02,9.46,3.87,1.42,7.47,7.91
DCC_bivariate_loop,,4.23,0.11,,1.83,8.86,3.51,1.24,7.02,7.18
SW_cross_validated,,2.82,2.02,1.83,,7.02,1.36,0.68,5.24,4.93
SW_15,,2.22,9.46,8.86,7.02,,7.43,8.20,1.49,4.62
SW_30,,2.16,3.87,3.51,1.36,7.43,,2.30,5.03,5.32
SW_60,,3.42,1.42,1.24,0.68,8.20,2.30,,6.22,6.34
SW_120,,1.13,7.47,7.02,5.24,1.49,5.03,6.22,,2.10
sFC,,0.00,7.91,7.18,4.93,4.62,5.32,6.34,2.10,
