,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.13,1.23,7.63,4.88,3.36,2.02,0.06
DCC_bivariate_loop,,,0.13,,1.05,7.09,4.50,3.04,1.79,0.07
SW_cross_validated,,,1.23,1.05,,6.10,3.48,1.96,0.72,1.16
SW_15,,,7.63,7.09,6.10,,2.65,4.55,5.58,7.46
SW_30,,,4.88,4.50,3.48,2.65,,1.73,2.86,4.75
SW_60,,,3.36,3.04,1.96,4.55,1.73,,1.26,3.25
SW_120,,,2.02,1.79,0.72,5.58,2.86,1.26,,1.93
sFC,,,0.06,0.07,1.16,7.46,4.75,3.25,1.93,
