,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,0.0307,1.,0.0000,0.8995,1.,0.0212,1.
DCC_bivariate_loop,nan,nan,3.8805,-,0.0059,0.0000,1.,0.3468,0.0006,0.0265
SW_cross_validated,nan,nan,-1.2735,-4.6273,-,0.0000,0.2883,1.,0.0589,1.
SW_15,nan,nan,-7.6282,-8.9943,-7.112,-,0.0000,0.0004,1.,0.0000
SW_30,nan,nan,2.3225,-0.3197,2.8649,7.5996,-,1.,0.0042,0.8433
SW_60,nan,nan,-0.365,-2.7788,0.2278,5.9421,-2.0392,-,0.1586,1.
SW_120,nan,nan,-4.0467,-5.6658,-3.5877,2.268,-4.7843,-3.1398,-,0.0215
sFC,nan,nan,-0.0532,-3.9461,1.2498,7.6321,-2.3543,0.3432,4.0395,-
