,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,5.6483e-11,5.5351e-26,2.5912e-23,2.3783e-25,7.2615e-28,1.4192e-27,6.1116e-01
DCC_bivariate_loop,,,5.6483e-11,,1.6584e-02,7.3478e-03,4.9956e-04,2.0450e-03,7.8097e-01,3.9092e-11
SW_cross_validated,,,5.5351e-26,1.6584e-02,,4.3548e-08,1.2099e-10,2.5702e-11,2.8881e-06,9.3960e-26
SW_15,,,2.5912e-23,7.3478e-03,4.3548e-08,,7.6527e-02,3.9648e-01,1.7645e-04,3.0802e-23
SW_30,,,2.3783e-25,4.9956e-04,1.2099e-10,7.6527e-02,,1.5790e-01,1.7175e-07,3.2039e-25
SW_60,,,7.2615e-28,2.0450e-03,2.5702e-11,3.9648e-01,1.5790e-01,,1.0649e-07,1.3496e-27
SW_120,,,1.4192e-27,7.8097e-01,2.8881e-06,1.7645e-04,1.7175e-07,1.0649e-07,,2.8238e-27
sFC,,,6.1116e-01,3.9092e-11,9.3960e-26,3.0802e-23,3.2039e-25,1.3496e-27,2.8238e-27,
