,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-42.09,-97.67,-69.35,-90.06,-124.30,-119.75,0.52
DCC_bivariate_loop,,,-42.09,,2.86,-3.13,-4.71,-4.14,-0.29,41.98
SW_cross_validated,,,-97.67,2.86,,-9.01,-13.10,-14.39,-6.68,94.83
SW_15,,,-69.35,-3.13,-9.01,,-1.88,-0.87,4.71,68.68
SW_30,,,-90.06,-4.71,-13.10,-1.88,,1.47,8.20,88.57
SW_60,,,-124.30,-4.14,-14.39,-0.87,1.47,,8.48,120.09
SW_120,,,-119.75,-0.29,-6.68,4.71,8.20,8.48,,115.25
sFC,,,0.52,41.98,94.83,68.68,88.57,120.09,115.25,
