,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,20.40,43.68,31.01,40.27,55.59,53.55,0.23
DCC_bivariate_loop,,,20.40,,1.37,1.47,2.23,1.98,0.14,20.32
SW_cross_validated,,,43.68,1.37,,4.03,5.86,6.44,2.99,42.41
SW_15,,,31.01,1.47,4.03,,0.84,0.39,2.10,30.71
SW_30,,,40.27,2.23,5.86,0.84,,0.66,3.67,39.61
SW_60,,,55.59,1.98,6.44,0.39,0.66,,3.79,53.70
SW_120,,,53.55,0.14,2.99,2.10,3.67,3.79,,51.54
sFC,,,0.23,20.32,42.41,30.71,39.61,53.70,51.54,
