,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.35,1.56,5.13,4.41,3.26,2.90,0.03
DCC_bivariate_loop,,,0.35,,1.05,4.84,3.94,2.79,2.32,0.38
SW_cross_validated,,,1.56,1.05,,4.43,3.35,2.08,1.46,1.56
SW_15,,,5.13,4.84,4.43,,1.99,2.98,3.66,5.12
SW_30,,,4.41,3.94,3.35,1.99,,1.27,2.20,4.40
SW_60,,,3.26,2.79,2.08,2.98,1.27,,0.86,3.25
SW_120,,,2.90,2.32,1.46,3.66,2.20,0.86,,2.89
sFC,,,0.03,0.38,1.56,5.12,4.40,3.25,2.89,
