,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.79,3.49,11.47,9.87,7.29,6.49,-0.07
DCC_bivariate_loop,,,0.79,,2.35,10.83,8.82,6.23,5.19,-0.84
SW_cross_validated,,,3.49,2.35,,9.91,7.50,4.66,3.26,-3.50
SW_15,,,11.47,10.83,9.91,,-4.46,-6.65,-8.19,-11.45
SW_30,,,9.87,8.82,7.50,-4.46,,-2.85,-4.92,-9.83
SW_60,,,7.29,6.23,4.66,-6.65,-2.85,,-1.91,-7.26
SW_120,,,6.49,5.19,3.26,-8.19,-4.92,-1.91,,-6.45
sFC,,,-0.07,-0.84,-3.50,-11.45,-9.83,-7.26,-6.45,
