,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-17.35,32.38,-15.71,-26.09,-34.08,-2.11,-0.02
DCC_bivariate_loop,,,-17.35,,23.68,-2.04,-6.02,-3.69,15.40,17.34
SW_cross_validated,,,32.38,23.68,,-20.57,-32.42,-43.41,-17.16,-32.29
SW_15,,,-15.71,-2.04,-20.57,,-3.07,-0.67,14.46,15.71
SW_30,,,-26.09,-6.02,-32.42,-3.07,,3.49,23.52,26.08
SW_60,,,-34.08,-3.69,-43.41,-0.67,3.49,,28.06,34.06
SW_120,,,-2.11,15.40,-17.16,14.46,23.52,28.06,,2.10
sFC,,,-0.02,17.34,-32.29,15.71,26.08,34.06,2.10,
