,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,8.42,14.48,7.03,11.67,15.24,0.94,0.01
DCC_bivariate_loop,,,8.42,,11.47,0.92,2.76,1.73,7.36,8.41
SW_cross_validated,,,14.48,11.47,,9.20,14.50,19.41,7.68,14.44
SW_15,,,7.03,0.92,9.20,,1.37,0.30,6.47,7.02
SW_30,,,11.67,2.76,14.50,1.37,,1.56,10.52,11.66
SW_60,,,15.24,1.73,19.41,0.30,1.56,,12.55,15.23
SW_120,,,0.94,7.36,7.68,6.47,10.52,12.55,,0.94
sFC,,,0.01,8.41,14.44,7.02,11.66,15.23,0.94,
