,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.57,4.65,2.21,6.06,1.99,3.89,26.00,33.47
DCC_joint,,6.57,,-3.47,-4.88,-0.37,-4.76,-3.34,21.57,30.77
DCC_bivariate_loop,,4.65,-3.47,,-2.45,2.86,-2.43,-0.40,38.68,57.80
SW_cross_validated,,2.21,-4.88,-2.45,,4.35,-0.13,1.80,28.04,37.60
SW_15,,6.06,-0.37,2.86,4.35,,-4.26,-2.82,20.79,29.29
SW_30,,1.99,-4.76,-2.43,-0.13,-4.26,,1.84,25.75,34.14
SW_60,,3.89,-3.34,-0.40,1.80,-2.82,1.84,,28.36,39.24
SW_120,,26.00,21.57,38.68,28.04,20.79,25.75,28.36,,21.90
sFC,,33.47,30.77,57.80,37.60,29.29,34.14,39.24,21.90,
