,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.82,3.06,1.92,7.87,2.75,2.71,6.74,78.50
DCC_joint,,1.82,,1.10,0.13,5.55,0.71,0.54,4.02,62.63
DCC_bivariate_loop,,3.06,1.10,,-0.94,4.54,-0.44,-0.68,2.83,63.12
SW_cross_validated,,1.92,0.13,-0.94,,5.30,0.55,0.38,3.76,59.94
SW_15,,7.87,5.55,4.54,5.30,,-5.17,-5.69,-2.43,54.83
SW_30,,2.75,0.71,-0.44,0.55,-5.17,,-0.23,3.52,69.88
SW_60,,2.71,0.54,-0.68,0.38,-5.69,-0.23,,4.09,80.83
SW_120,,6.74,4.02,2.83,3.76,-2.43,3.52,4.09,,82.91
sFC,,78.50,62.63,63.12,59.94,54.83,69.88,80.83,82.91,
