,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.37,1.20,1.96,4.66,1.37,0.67,2.33,0.92
DCC_joint,,1.37,,0.41,3.03,5.42,1.96,1.45,3.07,0.78
DCC_bivariate_loop,,1.20,0.41,,2.64,5.02,1.96,1.46,2.89,0.75
SW_cross_validated,,1.96,3.03,2.64,,3.02,0.06,0.87,0.78,2.77
SW_15,,4.66,5.42,5.02,3.02,,2.44,3.53,2.01,5.26
SW_30,,1.37,1.96,1.96,0.06,2.44,,0.73,0.58,1.79
SW_60,,0.67,1.45,1.46,0.87,3.53,0.73,,1.46,1.21
SW_120,,2.33,3.07,2.89,0.78,2.01,0.58,1.46,,2.88
sFC,,0.92,0.78,0.75,2.77,5.26,1.79,1.21,2.88,
