,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.013,0.0000,0.0000,0.0026,0.0049,1.
DCC_joint,nan,2.024,-,1.,0.0001,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,1.8803,-0.0009,-,0.0002,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-4.3806,-6.8114,-6.4652,-,0.0000,0.1058,1.,1.,0.0049
SW_15,nan,-20.4883,-35.5066,-29.6308,-11.4471,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-9.8222,-16.0655,-14.3014,-3.4371,12.6407,-,0.0516,0.0011,0.0000
SW_60,nan,-5.1125,-8.2775,-7.709,-0.1746,13.4661,3.7603,-,1.,0.0006
SW_120,nan,-4.8232,-8.7535,-7.9225,0.5877,17.9129,5.5043,0.8926,-,0.0009
sFC,nan,0.0602,-2.3594,-2.1272,4.8265,25.4874,11.6094,5.7728,5.6387,-
