,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0534,0.0000,0.0000,0.0013,0.1564,1.
DCC_joint,nan,0.5111,-,1.,0.0005,0.0000,0.0000,0.0000,0.005,0.3190
DCC_bivariate_loop,nan,-0.0084,-1.2146,-,0.0018,0.0000,0.0000,0.0000,0.016,0.0501
SW_cross_validated,nan,-3.7447,-5.9101,-5.2771,-,0.0000,0.0034,1.,1.,0.0000
SW_15,nan,-16.5968,-47.2472,-43.017,-13.0985,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-9.3059,-25.0466,-22.5019,-4.9924,21.0534,-,0.0009,0.0093,0.0000
SW_60,nan,-5.4539,-10.8033,-9.7111,-1.1599,18.2754,5.6013,-,1.,0.0000
SW_120,nan,-3.2606,-4.816,-4.2868,0.2031,11.4235,4.5309,1.2574,-,0.0004
sFC,nan,1.9971,2.9343,3.7732,7.1262,35.7555,21.1088,11.4721,5.996,-
