,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.49,1.26,1.84,7.33,4.43,2.92,1.96,1.04
DCC_joint,,1.49,,0.35,4.06,14.60,9.77,6.86,5.22,0.73
DCC_bivariate_loop,,1.26,0.35,,3.80,14.26,9.41,6.52,4.88,0.37
SW_cross_validated,,1.84,4.06,3.80,,5.76,2.45,0.81,0.22,3.63
SW_15,,7.33,14.60,14.26,5.76,,6.03,7.80,8.94,14.80
SW_30,,4.43,9.77,9.41,2.45,6.03,,2.52,3.98,9.60
SW_60,,2.92,6.86,6.52,0.81,7.80,2.52,,1.46,6.48
SW_120,,1.96,5.22,4.88,0.22,8.94,3.98,1.46,,4.74
sFC,,1.04,0.73,0.37,3.63,14.80,9.60,6.48,4.74,
