,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.88,-1.54,1.70,2.81,1.81,1.88,1.23,-1.26
DCC_joint,,-1.88,,0.87,5.55,15.55,9.78,8.17,6.08,1.14
DCC_bivariate_loop,,-1.54,0.87,,5.01,13.52,8.55,7.27,5.34,0.45
SW_cross_validated,,1.70,5.55,5.01,,1.16,-0.23,-0.02,-0.84,-4.31
SW_15,,2.81,15.55,13.52,1.16,,-2.91,-1.84,-2.96,-9.24
SW_30,,1.81,9.78,8.55,-0.23,-2.91,,0.31,-0.93,-6.31
SW_60,,1.88,8.17,7.27,-0.02,-1.84,0.31,,-1.07,-5.76
SW_120,,1.23,6.08,5.34,-0.84,-2.96,-0.93,-1.07,,-4.28
sFC,,-1.26,1.14,0.45,-4.31,-9.24,-6.31,-5.76,-4.28,
