,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.25,2.63,0.15,1.83,3.27,1.90,0.60,0.26
DCC_joint,,2.25,,0.84,1.55,0.20,1.17,0.59,2.66,2.06
DCC_bivariate_loop,,2.63,0.84,,2.04,0.97,0.19,0.06,2.95,2.48
SW_cross_validated,,0.15,1.55,2.04,,1.34,2.36,1.66,0.19,0.28
SW_15,,1.83,0.20,0.97,1.34,,1.29,0.71,2.23,1.65
SW_30,,3.27,1.17,0.19,2.36,1.29,,0.21,3.62,3.11
SW_60,,1.90,0.59,0.06,1.66,0.71,0.21,,2.16,1.79
SW_120,,0.60,2.66,2.95,0.19,2.23,3.62,2.16,,0.85
sFC,,0.26,2.06,2.48,0.28,1.65,3.11,1.79,0.85,
