,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.3566e-01,1.3962e-01,9.2106e-01,8.8990e-01,3.0862e-01,4.6874e-01,8.8212e-01,4.7963e-12
DCC_joint,,5.3566e-01,,2.3866e-01,4.1290e-01,4.4343e-01,6.0556e-01,8.0369e-01,7.2274e-01,1.1714e-15
DCC_bivariate_loop,,1.3962e-01,2.3866e-01,,7.2963e-02,2.8304e-02,4.2795e-01,5.4223e-01,2.8350e-01,1.6908e-17
SW_cross_validated,,9.2106e-01,4.1290e-01,7.2963e-02,,7.6557e-01,1.9673e-01,3.7764e-01,8.0765e-01,2.9330e-13
SW_15,,8.8990e-01,4.4343e-01,2.8304e-02,7.6557e-01,,1.3260e-01,4.1976e-01,9.4722e-01,4.1030e-18
SW_30,,3.0862e-01,6.0556e-01,4.2795e-01,1.9673e-01,1.3260e-01,,9.1381e-01,5.0055e-01,1.2055e-17
SW_60,,4.6874e-01,8.0369e-01,5.4223e-01,3.7764e-01,4.1976e-01,9.1381e-01,,6.2191e-01,1.4893e-12
SW_120,,8.8212e-01,7.2274e-01,2.8350e-01,8.0765e-01,9.4722e-01,5.0055e-01,6.2191e-01,,1.4325e-10
sFC,,4.7963e-12,1.1714e-15,1.6908e-17,2.9330e-13,4.1030e-18,1.2055e-17,1.4893e-12,1.4325e-10,
