,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,7.2684e-01,1.3128e-03,,3.0138e-205,1.7897e-137,4.5985e-74,2.0062e-32,3.3859e-13
SVWP,7.2684e-01,,3.9728e-04,,1.5772e-204,2.5813e-136,1.5472e-72,3.5461e-31,2.7963e-14
DCC_joint,1.3128e-03,3.9728e-04,,,2.4809e-207,5.7273e-143,5.9133e-84,9.3933e-43,1.3737e-04
SW_cross_validated,,,,,,,,,
SW_15,3.0138e-205,1.5772e-204,2.4809e-207,,,1.1079e-92,2.6770e-155,8.8228e-161,7.2298e-225
SW_30,1.7897e-137,2.5813e-136,5.7273e-143,,1.1079e-92,,4.5509e-54,1.1027e-73,1.6324e-166
SW_60,4.5985e-74,1.5472e-72,5.9133e-84,,2.6770e-155,4.5509e-54,,4.4708e-12,1.9756e-110
SW_120,2.0062e-32,3.5461e-31,9.3933e-43,,8.8228e-161,1.1027e-73,4.4708e-12,,4.6551e-63
sFC,3.3859e-13,2.7963e-14,1.3737e-04,,7.2298e-225,1.6324e-166,1.9756e-110,4.6551e-63,
