,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.0955,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,-10.431,-10.5065,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.4266
SW_cross_validated,-19.6999,-19.7455,-9.502,-,0.0000,0.0000,0.0000,0.0321,0.0000
SW_15,-95.9621,-95.9325,-73.2323,-52.5072,-,0.0000,0.0000,0.0000,0.0000
SW_30,-62.8059,-62.8239,-44.603,-27.2986,33.6757,-,0.0000,0.0000,0.0000
SW_60,-41.6012,-41.6473,-26.3279,-11.5221,53.7158,20.6022,-,0.0000,0.0000
SW_120,-28.0291,-28.0886,-15.8148,-3.3567,56.3164,27.3761,9.0986,-,0.0000
sFC,-8.58,-8.6635,2.5282,12.646,84.0612,52.1134,31.7651,19.6229,-
