,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.70,2.31,,1.56,0.24,1.21,7.65,8.35
SVWP,0.70,,0.44,,0.09,0.61,0.15,2.70,2.76
DCC_joint,2.31,0.44,,,0.75,2.44,1.45,6.09,6.98
SW_cross_validated,,,,,,,,,
SW_15,1.56,0.09,0.75,,,1.54,0.56,6.52,7.30
SW_30,0.24,0.61,2.44,,1.54,,1.15,9.24,10.65
SW_60,1.21,0.15,1.45,,0.56,1.15,,8.65,10.28
SW_120,7.65,2.70,6.09,,6.52,9.24,8.65,,0.08
sFC,8.35,2.76,6.98,,7.30,10.65,10.28,0.08,
