,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.6049e-138,1.8541e-152,8.7190e-02,5.0314e-48,5.1633e-02,1.9870e-16,5.3388e-107,0.0000e+00
DCC_joint,,3.6049e-138,,2.3597e-08,1.0921e-147,2.8165e-73,1.9891e-150,3.1204e-138,2.7832e-30,0.0000e+00
DCC_bivariate_loop,,1.8541e-152,2.3597e-08,,3.4133e-162,1.4724e-93,6.8430e-165,1.0053e-154,3.8174e-54,0.0000e+00
SW_cross_validated,,8.7190e-02,1.0921e-147,3.4133e-162,,4.4081e-48,8.1916e-01,8.0502e-14,8.1459e-116,0.0000e+00
SW_15,,5.0314e-48,2.8165e-73,1.4724e-93,4.4081e-48,,8.8688e-49,4.1242e-26,5.2415e-31,0.0000e+00
SW_30,,5.1633e-02,1.9891e-150,6.8430e-165,8.1916e-01,8.8688e-49,,8.2852e-14,1.1974e-118,0.0000e+00
SW_60,,1.9870e-16,3.1204e-138,1.0053e-154,8.0502e-14,4.1242e-26,8.2852e-14,,6.1121e-101,0.0000e+00
SW_120,,5.3388e-107,2.7832e-30,3.8174e-54,8.1459e-116,5.2415e-31,1.1974e-118,6.1121e-101,,0.0000e+00
sFC,,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,
