,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.4208e-150,1.5349e-151,7.4368e-38,2.0193e-134,1.8604e-47,3.5152e-61,8.6647e-216,0.0000e+00
DCC_joint,,1.4208e-150,,1.5403e-01,4.6444e-110,1.9235e-08,2.1697e-103,2.8638e-98,1.7706e-80,0.0000e+00
DCC_bivariate_loop,,1.5349e-151,1.5403e-01,,2.8761e-112,7.7802e-12,1.6648e-105,4.5401e-99,9.2709e-72,6.2970e-224
SW_cross_validated,,7.4368e-38,4.6444e-110,2.8761e-112,,1.4964e-88,2.2590e-02,3.3175e-07,6.8916e-193,0.0000e+00
SW_15,,2.0193e-134,1.9235e-08,7.7802e-12,1.4964e-88,,5.8222e-81,2.1604e-74,3.2008e-106,0.0000e+00
SW_30,,1.8604e-47,2.1697e-103,1.6648e-105,2.2590e-02,5.8222e-81,,4.6754e-03,1.8011e-189,0.0000e+00
SW_60,,3.5152e-61,2.8638e-98,4.5401e-99,3.3175e-07,2.1604e-74,4.6754e-03,,1.7900e-189,0.0000e+00
SW_120,,8.6647e-216,1.7706e-80,9.2709e-72,6.8916e-193,3.2008e-106,1.8011e-189,1.7900e-189,,0.0000e+00
sFC,,0.0000e+00,0.0000e+00,6.2970e-224,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,
