,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,39.04,43.24,1.71,16.75,1.95,8.59,30.70,257.05
DCC_joint,,39.04,,5.70,-41.81,-22.58,-42.62,-39.06,-12.45,245.26
DCC_bivariate_loop,,43.24,5.70,,-46.26,-27.38,-47.12,-43.93,-18.17,223.65
SW_cross_validated,,1.71,-41.81,-46.26,,16.76,0.23,7.74,32.96,312.02
SW_15,,16.75,-22.58,-27.38,16.76,,-16.92,-11.36,12.64,253.54
SW_30,,1.95,-42.62,-47.12,0.23,-16.92,,7.74,33.70,327.63
SW_60,,8.59,-39.06,-43.93,7.74,-11.36,7.74,,29.19,386.41
SW_120,,30.70,-12.45,-18.17,32.96,12.64,33.70,29.19,,311.75
sFC,,257.05,245.26,223.65,312.02,253.54,327.63,386.41,311.75,
