,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.6262e-29,1.0251e-43,1.8210e-102,8.3108e-268,1.3086e-201,2.0691e-142,3.6909e-95,7.9249e-25
DCC_joint,,2.6262e-29,,6.6379e-05,1.5333e-54,2.9355e-252,8.6539e-173,5.6937e-99,1.1173e-49,1.3858e-01
DCC_bivariate_loop,,1.0251e-43,6.6379e-05,,2.9152e-35,3.5619e-237,2.9845e-153,2.1397e-76,2.5947e-32,5.1881e-08
SW_cross_validated,,1.8210e-102,1.5333e-54,2.9152e-35,,5.2378e-208,4.5000e-102,1.1671e-16,7.8363e-01,1.1685e-62
SW_15,,8.3108e-268,2.9355e-252,3.5619e-237,5.2378e-208,,9.1391e-137,4.6840e-204,9.6574e-192,1.1284e-259
SW_30,,1.3086e-201,8.6539e-173,2.9845e-153,4.5000e-102,9.1391e-137,,5.6201e-77,2.5909e-89,1.4999e-181
SW_60,,2.0691e-142,5.6937e-99,2.1397e-76,1.1671e-16,4.6840e-204,5.6201e-77,,2.6967e-13,1.7343e-108
SW_120,,3.6909e-95,1.1173e-49,2.5947e-32,7.8363e-01,9.6574e-192,2.5909e-89,2.6967e-13,,6.4589e-57
sFC,,7.9249e-25,1.3858e-01,5.1881e-08,1.1685e-62,1.1284e-259,1.4999e-181,1.7343e-108,6.4589e-57,
