,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.04,0.74,0.75,2.48,1.14,1.78,1.29,0.63
DCC_joint,,1.04,,0.31,1.65,3.03,1.80,2.55,2.04,0.58
DCC_bivariate_loop,,0.74,0.31,,1.39,2.87,1.61,2.33,1.82,0.23
SW_cross_validated,,0.75,1.65,1.39,,1.96,0.57,1.05,0.62,1.37
SW_15,,2.48,3.03,2.87,1.96,,1.28,1.13,1.39,2.88
SW_30,,1.14,1.80,1.61,0.57,1.28,,0.30,0.02,1.57
SW_60,,1.78,2.55,2.33,1.05,1.13,0.30,,0.36,2.37
SW_120,,1.29,2.04,1.82,0.62,1.39,0.02,0.36,,1.81
sFC,,0.63,0.58,0.23,1.37,2.88,1.57,2.37,1.81,
