,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_joint,nan,-42.6631,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-43.1549,-1.4283,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,nan,-14.3222,31.4768,32.2079,-,0.0000,0.8133,0.0000,0.0000,0.
SW_15,nan,-37.9756,5.7358,7.0569,-26.1752,-,0.0000,0.0000,0.0000,0.
SW_30,nan,-16.6038,29.7951,30.5688,-2.2892,24.3764,-,0.1683,0.0000,0.
SW_60,nan,-19.7801,28.5283,29.3425,-5.1925,22.8409,-2.8447,-,0.0000,0.
SW_120,nan,-65.7175,-24.2629,-22.2698,-56.7561,-30.5044,-55.5067,-55.5076,-,0.
sFC,nan,-212.4696,-176.6295,-167.6246,-231.3081,-191.0696,-236.4614,-258.6679,-146.1217,-
