,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,1.,0.0000,1.,0.0000,0.0000,0.
DCC_joint,nan,-39.0398,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.
DCC_bivariate_loop,nan,-43.2371,-5.6981,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.
SW_cross_validated,nan,-1.7146,41.8062,46.2564,-,0.0000,1.,0.0000,0.0000,0.
SW_15,nan,-16.7455,22.5818,27.3798,-16.7589,-,0.0000,0.0000,0.0000,0.
SW_30,nan,-1.9521,42.6242,47.1178,-0.2288,16.9214,-,0.0000,0.0000,0.
SW_60,nan,-8.5906,39.0576,43.9278,-7.7442,11.3645,-7.74,-,0.0000,0.
SW_120,nan,-30.7004,12.4512,18.1666,-32.9596,-12.6358,-33.7009,-29.1865,-,0.
sFC,nan,-257.0535,-245.2562,-223.6485,-312.024,-253.5416,-327.6281,-386.4087,-311.7536,-
