,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-4.32,-2.36,8.72,42.18,26.83,14.18,8.10,-6.46
DCC_joint,,-4.32,,1.89,13.18,45.86,31.23,18.72,12.23,-1.99
DCC_bivariate_loop,,-2.36,1.89,,11.01,43.82,28.86,16.42,10.24,-3.90
SW_cross_validated,,8.72,13.18,11.01,,35.43,18.67,5.48,-0.04,-15.69
SW_15,,42.18,45.86,43.82,35.43,,-19.10,-31.09,-34.13,-48.34
SW_30,,26.83,31.23,28.86,18.67,-19.10,,-13.48,-17.70,-34.11
SW_60,,14.18,18.72,16.42,5.48,-31.09,-13.48,,-5.18,-21.43
SW_120,,8.10,12.23,10.24,-0.04,-34.13,-17.70,-5.18,,-14.47
sFC,,-6.46,-1.99,-3.90,-15.69,-48.34,-34.11,-21.43,-14.47,
