,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,12.20,15.73,29.57,90.62,60.05,40.26,27.77,11.02
DCC_joint,,12.20,,4.03,18.26,82.43,49.70,28.70,17.13,-1.48
DCC_bivariate_loop,,15.73,4.03,,13.70,75.12,43.48,23.31,12.97,-5.55
SW_cross_validated,,29.57,18.26,13.70,,62.55,29.47,8.66,0.27,-20.13
SW_15,,90.62,82.43,75.12,62.55,,-38.64,-60.99,-56.33,-86.25
SW_30,,60.05,49.70,43.48,29.47,-38.64,,-23.44,-26.36,-52.69
SW_60,,40.26,28.70,23.31,8.66,-60.99,-23.44,,-7.57,-31.08
SW_120,,27.77,17.13,12.97,0.27,-56.33,-26.36,-7.57,,-18.81
sFC,,11.02,-1.48,-5.55,-20.13,-86.25,-52.69,-31.08,-18.81,
