,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,42.67,43.17,14.33,37.98,16.61,19.79,65.72,212.43
DCC_joint,,42.67,,1.43,-31.48,-5.74,-29.80,-28.53,24.26,176.63
DCC_bivariate_loop,,43.17,1.43,,-32.20,-7.06,-30.56,-29.32,22.27,167.23
SW_cross_validated,,14.33,-31.48,-32.20,,26.18,2.29,5.19,56.76,231.31
SW_15,,37.98,-5.74,-7.06,26.18,,-24.38,-22.84,30.50,191.07
SW_30,,16.61,-29.80,-30.56,2.29,-24.38,,2.84,55.51,236.46
SW_60,,19.79,-28.53,-29.32,5.19,-22.84,2.84,,55.51,258.67
SW_120,,65.72,24.26,22.27,56.76,30.50,55.51,55.51,,146.12
sFC,,212.43,176.63,167.23,231.31,191.07,236.46,258.67,146.12,
