,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.27,4.32,1.43,3.80,1.66,1.98,6.57,21.25
DCC_joint,,4.27,,0.14,3.15,0.57,2.98,2.85,2.43,17.66
DCC_bivariate_loop,,4.32,0.14,,3.22,0.71,3.06,2.94,2.23,16.78
SW_cross_validated,,1.43,3.15,3.22,,2.62,0.23,0.52,5.68,23.13
SW_15,,3.80,0.57,0.71,2.62,,2.44,2.28,3.05,19.11
SW_30,,1.66,2.98,3.06,0.23,2.44,,0.28,5.55,23.65
SW_60,,1.98,2.85,2.94,0.52,2.28,0.28,,5.55,25.87
SW_120,,6.57,2.43,2.23,5.68,3.05,5.55,5.55,,14.61
sFC,,21.25,17.66,16.78,23.13,19.11,23.65,25.87,14.61,
