,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.9102e-05,1.8568e-02,8.2345e-17,6.2825e-149,2.9350e-91,3.4948e-37,7.3395e-15,2.9509e-10
DCC_joint,,1.9102e-05,,5.9908e-02,3.4529e-33,5.9989e-161,4.4017e-109,1.5916e-56,2.0754e-29,4.7541e-02
DCC_bivariate_loop,,1.8568e-02,5.9908e-02,,8.8512e-25,2.2554e-154,1.2409e-99,1.2486e-46,5.3772e-22,1.1337e-04
SW_cross_validated,,8.2345e-17,3.4529e-33,8.8512e-25,,3.9308e-125,2.4642e-56,7.4649e-08,9.6486e-01,1.4906e-43
SW_15,,6.2825e-149,5.9989e-161,2.2554e-154,3.9308e-125,,3.4601e-58,1.5978e-108,2.7485e-120,1.1982e-168
SW_30,,2.9350e-91,4.4017e-109,1.2409e-99,2.4642e-56,3.4601e-58,,2.1678e-34,4.1383e-52,3.3873e-120
SW_60,,3.4948e-37,1.5916e-56,1.2486e-46,7.4649e-08,1.5978e-108,2.1678e-34,,3.5308e-07,2.5336e-68
SW_120,,7.3395e-15,2.0754e-29,5.3772e-22,9.6486e-01,2.7485e-120,4.1383e-52,3.5308e-07,,1.9792e-38
sFC,,2.9509e-10,4.7541e-02,1.1337e-04,1.4906e-43,1.1982e-168,3.3873e-120,2.5336e-68,1.9792e-38,
