,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-10.38,-7.40,7.49,24.86,11.43,17.81,12.89,-6.31
DCC_joint,,-10.38,,3.06,16.50,30.25,17.95,25.45,20.35,5.78
DCC_bivariate_loop,,-7.40,3.06,,13.93,28.71,16.07,23.30,18.22,2.29
SW_cross_validated,,7.49,16.50,13.93,,19.55,5.73,10.49,6.20,-13.67
SW_15,,24.86,30.25,28.71,19.55,,-12.79,-11.31,-13.88,-28.77
SW_30,,11.43,17.95,16.07,5.73,-12.79,,2.97,-0.24,-15.67
SW_60,,17.81,25.45,23.30,10.49,-11.31,2.97,,-3.59,-23.70
SW_120,,12.89,20.35,18.22,6.20,-13.88,-0.24,-3.59,,-18.11
sFC,,-6.31,5.78,2.29,-13.67,-28.77,-15.67,-23.70,-18.11,
