,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.69,1.34,-8.88,-7.80,-9.39,20.98,19.38,19.87
DCC_joint,,0.69,,1.43,-18.76,-17.73,-21.44,53.53,44.82,54.95
DCC_bivariate_loop,,1.34,1.43,,-19.98,-19.05,-22.79,51.65,43.16,52.87
SW_cross_validated,,-8.88,-18.76,-19.98,,2.32,-0.53,64.99,57.72,65.94
SW_15,,-7.80,-17.73,-19.05,2.32,,-3.12,69.77,60.72,71.84
SW_30,,-9.39,-21.44,-22.79,-0.53,-3.12,,76.10,66.01,79.00
SW_60,,20.98,53.53,51.65,64.99,69.77,76.10,,-3.92,-6.75
SW_120,,19.38,44.82,43.16,57.72,60.72,66.01,-3.92,,-0.37
sFC,,19.87,54.95,52.87,65.94,71.84,79.00,-6.75,-0.37,
