,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.04,0.14,1.47,4.38,3.22,2.96,2.03,-0.87
SVWP,0.04,,0.11,1.45,4.38,3.21,2.96,2.02,-0.94
DCC_joint,0.14,0.11,,1.18,4.08,2.73,2.44,1.70,-0.88
SW_cross_validated,1.47,1.45,1.18,,3.30,1.56,1.18,0.57,-2.38
SW_15,4.38,4.38,4.08,3.30,,-2.27,-2.66,-2.86,-5.00
SW_30,3.22,3.21,2.73,1.56,-2.27,,-0.50,-0.93,-4.34
SW_60,2.96,2.96,2.44,1.18,-2.66,-0.50,,-0.52,-4.23
SW_120,2.03,2.02,1.70,0.57,-2.86,-0.93,-0.52,,-2.93
sFC,-0.87,-0.94,-0.88,-2.38,-5.00,-4.34,-4.23,-2.93,
