,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.13,2.77,1.51,1.38,1.37,0.85,4.40,33.55
SVWP,0.13,,2.06,0.94,0.91,0.84,0.72,3.09,22.03
DCC_joint,2.77,2.06,,5.16,4.37,4.96,2.78,2.04,44.74
SW_cross_validated,1.51,0.94,5.16,,0.05,0.15,3.01,7.37,43.49
SW_15,1.38,0.91,4.37,0.05,,0.18,2.53,6.06,34.68
SW_30,1.37,0.84,4.96,0.15,0.18,,2.81,7.12,42.82
SW_60,0.85,0.72,2.78,3.01,2.53,2.81,,5.37,52.99
SW_120,4.40,3.09,2.04,7.37,6.06,7.12,5.37,,50.74
sFC,33.55,22.03,44.74,43.49,34.68,42.82,52.99,50.74,
