,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.33,5.50,4.75,4.53,6.67,8.00,1.25,1.34
DCC_joint,,1.33,,7.15,5.07,5.35,7.88,10.51,0.29,0.04
DCC_bivariate_loop,,5.50,7.15,,9.04,0.67,2.02,1.49,6.52,7.14
SW_cross_validated,,4.75,5.07,9.04,,6.93,9.47,12.00,3.65,5.01
SW_15,,4.53,5.35,0.67,6.93,,1.02,0.38,5.19,5.35
SW_30,,6.67,7.88,2.02,9.47,1.02,,0.89,7.47,7.87
SW_60,,8.00,10.51,1.49,12.00,0.38,0.89,,9.20,10.48
SW_120,,1.25,0.29,6.52,3.65,5.19,7.47,9.20,,0.27
sFC,,1.34,0.04,7.14,5.01,5.35,7.87,10.48,0.27,
