,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.7229e-02,2.5468e-02,3.7652e-01,4.2244e-03,9.8013e-01,1.8829e-01,2.8040e-01,2.4481e-09
DCC_joint,,1.7229e-02,,5.7604e-02,1.0881e-03,3.6967e-11,2.0950e-05,4.6445e-02,4.9882e-03,1.0850e-30
DCC_bivariate_loop,,2.5468e-02,5.7604e-02,,2.8400e-03,5.7398e-11,4.8084e-05,9.3012e-02,1.2329e-02,5.2515e-32
SW_cross_validated,,3.7652e-01,1.0881e-03,2.8400e-03,,5.5192e-07,1.3769e-01,4.1315e-01,7.0608e-01,2.2165e-16
SW_15,,4.2244e-03,3.6967e-11,5.7398e-11,5.5192e-07,,1.9060e-05,4.7138e-07,3.7341e-07,1.9193e-12
SW_30,,9.8013e-01,2.0950e-05,4.8084e-05,1.3769e-01,1.9060e-05,,3.9646e-02,7.4893e-02,3.6439e-15
SW_60,,1.8829e-01,4.6445e-02,9.3012e-02,4.1315e-01,4.7138e-07,3.9646e-02,,6.3932e-01,3.0134e-15
SW_120,,2.8040e-01,4.9882e-03,1.2329e-02,7.0608e-01,3.7341e-07,7.4893e-02,6.3932e-01,,3.4206e-16
sFC,,2.4481e-09,1.0850e-30,5.2515e-32,2.2165e-16,1.9193e-12,3.6439e-15,3.0134e-15,3.4206e-16,
