,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.39,1.24,8.07,16.02,11.22,10.11,9.43,4.89
DCC_joint,,1.39,,0.13,8.10,15.37,10.92,9.58,8.93,1.31
DCC_bivariate_loop,,1.24,0.13,,8.02,15.31,10.85,9.50,8.85,1.49
SW_cross_validated,,8.07,8.10,8.02,,6.17,2.10,0.36,1.07,9.96
SW_15,,16.02,15.37,15.31,6.17,,4.21,7.35,8.16,18.06
SW_30,,11.22,10.92,10.85,2.10,4.21,,2.78,3.55,13.29
SW_60,,10.11,9.58,9.50,0.36,7.35,2.78,,0.85,12.89
SW_120,,9.43,8.93,8.85,1.07,8.16,3.55,0.85,,12.34
sFC,,4.89,1.31,1.49,9.96,18.06,13.29,12.89,12.34,
