,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.6576e-04,4.7286e-04,2.2104e-08,9.2583e-13,2.1799e-08,1.8197e-07,6.9316e-10,1.2203e-03
DCC_joint,,7.6576e-04,,5.9872e-01,8.7515e-11,8.0110e-14,4.9173e-10,7.9188e-10,1.4370e-12,1.3457e-01
DCC_bivariate_loop,,4.7286e-04,5.9872e-01,,1.0645e-10,8.7629e-14,4.7373e-10,8.4970e-10,2.5080e-12,5.6505e-02
SW_cross_validated,,2.2104e-08,8.7515e-11,1.0645e-10,,5.0797e-09,2.5813e-02,5.9168e-01,6.3885e-01,2.9275e-11
SW_15,,9.2583e-13,8.0110e-14,8.7629e-14,5.0797e-09,,1.9094e-06,4.3191e-09,3.0789e-09,5.2492e-14
SW_30,,2.1799e-08,4.9173e-10,4.7373e-10,2.5813e-02,1.9094e-06,,1.2335e-02,3.6686e-02,4.0861e-10
SW_60,,1.8197e-07,7.9188e-10,8.4970e-10,5.9168e-01,4.3191e-09,1.2335e-02,,3.0511e-01,4.0215e-10
SW_120,,6.9316e-10,1.4370e-12,2.5080e-12,6.3885e-01,3.0789e-09,3.6686e-02,3.0511e-01,,1.1551e-13
sFC,,1.2203e-03,1.3457e-01,5.6505e-02,2.9275e-11,5.2492e-14,4.0861e-10,4.0215e-10,1.1551e-13,
