,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0247,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0376
DCC_joint,nan,4.09,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,4.3033,0.5357,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-9.4662,-13.3643,-13.2058,-,0.0000,0.9293,1.,1.,0.0000
SW_15,nan,-17.5673,-20.2146,-20.1099,-10.3715,-,0.0001,0.0000,0.0000,0.0000
SW_30,nan,-9.4529,-12.0193,-12.0472,-2.4295,6.8927,-,0.4441,1.,0.0000
SW_60,nan,-8.1995,-11.6678,-11.6165,0.5461,10.4801,2.7807,-,1.,0.0000
SW_120,nan,-11.8447,-17.0826,-16.5312,-0.4774,10.7095,2.2569,-1.0556,-,0.0000
sFC,nan,3.9022,-1.5668,-2.0381,14.2799,20.7147,12.1582,12.1702,19.7906,-
