,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.49,-0.40,17.08,42.19,31.37,22.30,16.59,-2.65
DCC_joint,,-1.49,,0.97,17.90,42.09,31.55,22.86,17.43,-1.02
DCC_bivariate_loop,,-0.40,0.97,,15.42,38.81,28.35,20.03,15.10,-1.98
SW_cross_validated,,17.08,17.90,15.42,,32.36,18.66,6.65,0.19,-20.84
SW_15,,42.19,42.09,38.81,32.36,,-15.57,-27.09,-31.09,-45.78
SW_30,,31.37,31.55,28.35,18.66,-15.57,,-12.52,-17.60,-35.28
SW_60,,22.30,22.86,20.03,6.65,-27.09,-12.52,,-6.08,-26.22
SW_120,,16.59,17.43,15.10,0.19,-31.09,-17.60,-6.08,,-20.15
sFC,,-2.65,-1.02,-1.98,-20.84,-45.78,-35.28,-26.22,-20.15,
