,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.04,1.08,5.81,1.79,0.87,9.27,9.07
DCC_bivariate_loop,,,0.04,,1.10,6.03,1.84,0.90,10.47,10.46
SW_cross_validated,,,1.08,1.10,,4.50,0.76,0.31,6.38,5.98
SW_15,,,5.81,6.03,4.50,,3.50,5.17,0.27,0.87
SW_30,,,1.79,1.84,0.76,3.50,,1.11,4.55,4.11
SW_60,,,0.87,0.90,0.31,5.17,1.11,,8.33,8.07
SW_120,,,9.27,10.47,6.38,0.27,4.55,8.33,,2.13
sFC,,,9.07,10.46,5.98,0.87,4.11,8.07,2.13,
