,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.1114e-03,1.2707e-02,5.6424e-13,3.4692e-18,1.8555e-15,1.1552e-14,3.8745e-14,2.1825e-09
DCC_joint,,6.1114e-03,,7.8045e-01,5.3245e-13,7.1912e-18,3.0005e-15,2.9241e-14,9.8158e-14,8.9002e-03
DCC_bivariate_loop,,1.2707e-02,7.8045e-01,,6.2420e-13,7.7234e-18,3.3666e-15,3.4148e-14,1.1666e-13,3.6717e-03
SW_cross_validated,,5.6424e-13,5.3245e-13,6.2420e-13,,5.1988e-11,1.7926e-04,4.3568e-01,2.8395e-02,1.4865e-14
SW_15,,3.4692e-18,7.1912e-18,7.7234e-18,5.1988e-11,,2.2218e-08,2.7638e-12,4.6905e-13,4.1187e-19
SW_30,,1.8555e-15,3.0005e-15,3.3666e-15,1.7926e-04,2.2218e-08,,7.3716e-06,2.7693e-07,9.4537e-17
SW_60,,1.1552e-14,2.9241e-14,3.4148e-14,4.3568e-01,2.7638e-12,7.3716e-06,,7.3782e-02,1.6216e-16
SW_120,,3.8745e-14,9.8158e-14,1.1666e-13,2.8395e-02,4.6905e-13,2.7693e-07,7.3782e-02,,3.5154e-16
sFC,,2.1825e-09,8.9002e-03,3.6717e-03,1.4865e-14,4.1187e-19,9.4537e-17,1.6216e-16,3.5154e-16,
