,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.34,2.50,1.87,8.35,4.21,2.11,1.91,27.62
DCC_joint,,2.34,,0.20,0.61,7.37,2.94,0.42,0.27,34.31
DCC_bivariate_loop,,2.50,0.20,,0.51,7.25,2.83,0.28,0.14,33.68
SW_cross_validated,,1.87,0.61,0.51,,4.71,1.59,0.27,0.36,11.81
SW_15,,8.35,7.37,7.25,4.71,,3.37,6.01,5.97,6.54
SW_30,,4.21,2.94,2.83,1.59,3.37,,2.23,2.27,11.24
SW_60,,2.11,0.42,0.28,0.27,6.01,2.23,,0.11,18.12
SW_120,,1.91,0.27,0.14,0.36,5.97,2.27,0.11,,17.23
sFC,,27.62,34.31,33.68,11.81,6.54,11.24,18.12,17.23,
