,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
72,1.080,0.975,0.440,0.286,0.222,1.215,0.455,1.081
73,1.371,1.972,0.509,0.453,0.284,1.499,0.935,1.365
74,1.684,1.977,0.520,0.376,0.234,0.782,0.409,0.379
75,1.296,2.056,0.637,0.296,0.214,0.725,0.869,1.379
76,1.071,0.497,0.488,0.454,0.286,0.545,0.536,1.633
77,1.753,1.986,0.690,0.273,0.333,0.334,0.742,1.576
78,1.356,2.138,0.926,0.323,0.200,1.088,0.497,1.272
79,1.146,2.068,0.419,0.323,0.311,1.207,0.984,1.677
80,1.289,0.891,0.594,0.488,0.364,0.675,0.735,1.475
81,1.281,1.484,0.492,0.412,0.294,1.424,0.829,1.503
82,1.121,1.525,0.538,0.401,0.244,1.558,0.645,1.301
83,1.559,1.775,0.442,0.292,0.283,0.681,0.394,1.474
84,1.450,2.309,0.729,0.506,0.250,0.358,0.951,1.259
85,1.472,2.079,0.709,0.253,0.197,0.967,0.252,1.459
86,1.323,1.745,0.685,0.337,0.315,1.622,0.804,1.339
87,1.130,1.360,0.435,0.254,0.379,1.689,0.731,1.383
88,1.078,1.289,0.487,0.203,0.409,0.929,0.727,1.516
89,1.379,1.724,0.471,0.321,0.343,0.127,0.226,1.302
90,1.075,1.638,0.511,0.267,0.304,1.320,0.963,1.173
91,0.651,1.939,0.487,0.357,0.311,1.643,1.080,1.710
92,1.284,1.604,0.601,0.360,0.391,1.710,0.908,1.820
93,1.529,1.853,0.483,0.288,0.199,1.428,0.475,1.390
94,0.963,1.922,0.482,0.283,0.319,1.633,0.746,0.834
95,0.760,1.922,0.511,0.393,0.261,1.806,0.480,1.498
96,1.286,0.757,0.979,0.336,0.214,1.413,0.436,1.652
97,1.258,2.251,0.563,0.347,0.299,0.598,0.516,1.610
98,0.896,1.872,0.453,0.331,0.334,1.294,0.655,1.681
99,1.399,2.022,0.640,0.253,0.338,1.368,0.423,1.130
100,1.412,0.532,0.431,0.294,0.295,1.230,0.732,1.678
101,0.855,2.125,0.381,0.353,0.238,0.272,0.368,1.420
102,1.256,1.958,0.442,0.431,0.402,1.816,0.966,1.757
103,1.421,0.938,0.591,0.449,0.353,1.538,0.950,1.412
104,1.372,1.782,0.538,0.517,0.297,1.216,0.617,1.792
105,1.733,1.281,0.437,0.393,0.330,1.101,0.430,1.188
106,1.294,1.792,0.687,0.369,0.159,1.261,0.297,1.519
107,1.346,1.124,0.561,0.355,0.288,0.519,0.938,1.613
108,1.448,1.188,0.479,0.472,0.241,1.492,0.463,1.774
109,1.584,2.043,0.397,0.326,0.275,1.157,0.710,1.570
110,1.440,1.420,0.503,0.333,0.264,0.736,0.268,1.219
111,1.577,1.224,0.620,0.313,0.359,1.316,0.371,1.251
112,1.481,1.283,0.400,0.323,0.307,0.522,0.649,1.580
113,1.713,1.778,0.686,0.329,0.295,1.368,0.697,1.588
114,1.300,1.255,0.900,0.284,0.349,1.027,0.872,1.530
115,1.645,2.091,0.463,0.186,0.365,1.725,0.494,1.740
116,1.562,0.605,0.434,0.412,0.265,1.538,0.390,1.440
117,1.010,1.452,0.388,0.351,0.232,1.400,0.661,1.322
118,1.368,1.201,0.339,0.313,0.268,1.201,0.578,1.409
119,0.988,1.583,0.431,0.379,0.309,1.087,0.591,1.898
120,0.398,1.961,0.479,0.312,0.274,1.092,0.522,1.806
121,1.392,1.466,0.425,0.218,0.183,0.928,0.390,1.490
122,0.967,1.722,0.424,0.323,0.351,0.279,0.779,1.608
123,1.411,0.951,0.418,0.496,0.181,0.216,0.497,1.530
124,1.930,1.803,0.472,0.356,0.271,1.377,0.397,1.623
125,1.152,1.366,0.732,0.534,0.171,1.056,0.297,0.553
126,1.461,1.866,0.441,0.312,0.374,1.831,0.867,1.835
127,1.406,2.538,0.472,0.302,0.204,1.742,0.392,1.728
128,1.260,2.067,0.518,0.484,0.262,1.491,0.323,1.434
129,1.378,2.059,0.434,0.434,0.293,1.006,0.737,1.666
130,1.687,1.760,0.424,0.268,0.339,1.029,1.030,1.512
131,1.684,1.785,0.259,0.539,0.425,0.871,0.686,1.542
132,1.022,1.966,0.564,0.312,0.298,0.425,0.731,1.725
133,1.482,1.436,0.699,0.326,0.344,0.879,0.334,1.598
134,0.983,2.068,0.384,0.329,0.391,1.099,0.889,1.249
135,1.164,1.685,0.633,0.361,0.199,0.228,0.301,0.715
136,1.157,1.442,0.279,0.545,0.350,0.796,0.426,1.600
137,1.187,1.785,0.494,0.299,0.263,1.424,0.863,1.363
138,1.264,1.170,0.541,0.342,0.256,0.170,0.396,1.233
139,1.279,1.610,0.532,0.415,1.604,1.091,0.677,1.631
140,1.412,1.390,0.346,0.358,0.238,1.666,0.339,1.646
141,1.598,0.990,0.667,0.251,0.178,1.413,0.542,1.534
142,1.573,1.339,0.957,0.448,0.263,1.390,0.857,1.388
143,1.441,1.683,0.500,0.443,0.354,1.283,0.460,0.934
144,1.301,1.452,0.763,0.342,0.350,0.895,0.395,1.809
145,1.436,0.880,0.557,0.430,0.261,1.381,0.750,1.300
146,1.406,2.336,0.480,0.448,0.370,0.851,0.763,1.152
147,1.355,1.176,0.838,0.343,0.235,1.208,0.923,1.032
148,1.770,0.648,0.505,0.296,0.285,0.758,0.987,1.631
149,1.260,0.767,0.650,0.319,0.141,1.286,0.428,1.304
150,1.287,1.655,0.526,0.294,0.266,1.448,0.954,1.400
151,1.409,1.181,0.486,0.512,0.307,0.905,0.562,1.482
152,1.457,0.735,0.506,0.319,0.351,1.426,0.550,1.312
153,1.313,2.421,0.387,0.351,0.199,1.947,0.845,1.572
154,1.187,1.984,0.864,0.327,0.257,1.502,0.765,1.282
155,0.992,1.261,0.717,0.317,0.327,1.566,0.567,1.494
156,1.406,1.874,0.511,0.353,0.352,1.405,0.530,1.343
157,0.925,1.395,0.806,0.228,0.243,0.276,0.518,1.354
158,1.159,1.780,0.785,0.497,0.360,1.245,1.048,1.109
159,1.192,1.656,0.362,0.298,0.369,0.759,0.240,1.144
160,1.484,1.607,0.885,0.248,0.306,0.393,0.658,1.706
161,1.551,2.176,0.557,0.427,0.316,1.275,0.517,0.827
162,1.532,0.872,0.500,0.259,0.209,0.863,0.521,1.231
163,0.803,1.795,0.569,0.307,0.359,1.354,0.423,1.437
164,1.210,1.454,0.647,0.303,0.272,0.901,0.317,1.644
165,1.530,1.639,0.438,0.419,0.250,1.546,0.768,1.512
166,1.475,1.558,0.436,0.299,0.197,1.606,0.426,1.450
167,1.458,1.826,0.531,0.336,0.368,0.950,0.586,1.190
168,1.142,0.841,0.437,0.477,0.300,1.070,0.775,1.557
169,1.368,1.986,0.935,0.278,0.232,1.577,0.639,1.453
170,1.789,1.813,0.419,0.407,0.224,0.837,0.212,1.131
171,1.478,2.175,0.445,0.323,0.251,0.767,0.876,1.339
172,1.382,1.808,0.625,0.437,0.309,0.184,0.539,2.206
173,0.992,1.987,0.382,0.299,0.193,1.464,0.652,0.637
174,1.255,1.328,0.467,0.237,0.262,0.719,0.436,0.604
175,1.178,1.891,0.734,0.298,0.345,0.542,0.732,1.579
176,1.275,1.363,0.249,0.348,0.247,1.269,0.778,1.722
177,1.444,1.117,0.433,0.345,0.308,1.732,0.545,0.955
178,1.463,1.195,0.471,0.351,0.237,1.503,0.993,1.606
179,1.377,1.402,0.662,0.340,0.227,1.626,0.548,1.568
180,1.463,1.447,0.710,0.346,0.369,1.297,0.360,0.954
181,1.551,1.619,0.426,0.339,0.228,0.913,0.409,1.716
182,1.507,2.330,1.141,0.255,0.361,1.550,0.730,1.525
183,1.168,2.309,0.367,0.246,0.247,1.590,0.945,1.803
184,1.631,1.404,0.489,0.392,0.260,1.106,0.669,1.926
185,1.742,1.605,0.525,0.366,0.190,1.308,0.811,1.282
186,1.485,1.647,0.616,0.450,0.338,1.338,0.793,1.406
187,1.376,1.945,0.618,0.272,0.235,0.999,0.648,0.753
188,0.923,2.162,0.468,0.396,0.316,1.828,0.410,1.165
189,1.341,1.165,0.572,0.470,0.235,1.439,0.564,1.412
190,0.514,2.176,0.404,0.279,0.278,0.794,0.213,1.705
191,1.353,0.257,0.437,0.230,0.342,1.512,0.695,1.194
192,1.174,1.971,0.593,0.287,0.235,1.605,0.325,1.824
193,1.093,1.870,0.313,0.366,0.372,1.089,0.428,1.404
194,0.702,2.116,0.512,0.246,0.251,1.569,0.430,1.336
195,0.744,1.706,0.725,0.508,0.289,1.550,0.383,0.948
196,0.947,0.946,0.708,0.291,0.216,1.168,0.722,1.563
197,1.779,1.017,0.424,0.437,0.340,1.632,0.595,1.562
198,1.713,1.524,0.278,0.395,0.245,1.100,0.808,0.822
199,0.843,1.827,0.657,0.377,0.350,1.162,0.577,1.056
