,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,23,39,49,21,25,49,49,49,41,25,43
1,35,45,49,41,25,21,47,37,49,43,37
2,31,43,43,27,49,25,43,45,33,41,31
3,49,49,43,31,45,43,47,47,47,29,35
4,39,49,47,23,31,35,49,37,21,49,45
5,47,39,49,45,21,49,49,49,49,29,39
6,25,49,27,25,21,33,49,25,29,47,47
7,33,47,47,43,23,21,49,27,49,29,21
8,33,27,23,43,29,21,45,47,23,45,45
9,47,21,35,21,21,41,41,47,35,49,45
