,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,1.134,0.964,0.310,0.283,0.218,0.624,1.132,0.959
1,0.842,0.846,0.950,0.172,0.463,1.034,0.704,0.911
2,0.514,0.313,0.284,0.294,0.087,0.085,0.482,0.211
3,0.525,0.220,0.360,0.347,0.556,0.826,0.194,1.123
4,1.072,1.374,0.210,0.235,0.119,0.405,0.480,0.630
5,1.208,1.384,0.590,0.164,0.200,1.456,0.655,0.429
6,0.742,0.208,0.310,1.178,0.195,0.885,0.327,0.477
7,0.631,0.322,0.377,0.284,0.125,0.950,0.369,1.023
8,1.483,0.291,0.257,0.344,0.447,0.900,0.936,0.686
9,0.145,1.560,0.293,0.194,1.240,1.189,0.136,0.078
10,1.047,0.810,0.362,0.262,0.281,0.252,0.250,1.431
11,0.250,0.218,0.343,0.176,0.141,0.265,0.993,0.481
12,1.101,1.198,0.272,0.253,0.092,0.090,0.759,0.504
13,0.984,0.170,0.364,0.298,1.280,0.082,0.296,0.414
14,0.723,0.598,0.459,0.483,0.193,0.830,0.319,0.446
15,0.660,0.996,0.206,0.287,0.312,1.043,0.441,1.600
16,1.068,0.635,0.701,0.200,0.243,0.543,0.647,0.889
17,0.664,0.466,0.369,0.300,0.244,1.322,0.360,0.534
18,1.270,0.465,0.267,0.381,0.378,0.472,0.237,0.752
19,0.947,0.621,0.534,0.187,0.290,1.432,0.663,0.956
20,0.460,0.967,0.996,0.100,0.855,0.796,0.649,0.530
21,1.169,1.084,0.608,0.153,0.131,0.108,0.837,0.562
22,1.119,0.162,0.497,0.409,0.335,0.098,0.363,1.126
23,0.549,0.356,0.366,0.307,0.130,0.119,0.946,0.588
24,0.416,0.174,0.236,0.254,0.180,0.237,0.374,0.458
25,0.291,0.509,0.430,0.113,0.158,0.348,0.157,1.014
26,0.390,1.152,0.793,0.214,0.187,0.477,0.332,1.277
27,0.510,0.953,0.342,0.191,0.119,0.549,0.211,0.894
28,1.053,0.377,0.332,0.391,1.099,0.508,0.744,0.812
29,0.476,0.609,0.480,0.287,0.245,1.047,0.301,0.221
30,0.467,0.446,0.233,0.270,0.784,0.710,0.410,0.485
31,0.579,0.433,0.196,0.078,0.159,0.113,0.629,0.749
32,1.093,0.674,0.571,0.558,1.149,1.191,0.629,0.242
33,1.526,0.971,0.563,0.225,0.118,0.483,1.119,1.568
34,0.654,0.546,0.422,0.272,0.305,0.215,0.584,0.415
35,0.653,0.724,0.421,0.232,0.094,0.210,0.148,0.504
36,0.455,0.334,0.476,0.365,0.253,0.255,0.151,1.066
37,0.293,1.178,0.425,0.182,0.772,0.287,0.882,0.615
38,0.382,0.987,0.459,0.215,0.116,0.467,0.475,0.868
39,1.169,0.366,0.689,0.298,1.538,0.215,0.636,0.528
40,1.161,0.855,0.364,0.235,0.815,0.728,0.430,0.509
41,1.054,0.298,0.679,0.206,1.133,0.170,0.199,0.848
42,0.860,0.358,0.238,0.334,0.206,1.018,0.077,0.513
43,0.337,0.303,0.753,0.267,0.151,0.613,0.642,0.848
44,0.580,0.373,0.673,0.160,0.122,0.415,1.126,0.135
45,0.753,0.907,0.360,0.403,0.741,0.319,0.210,0.930
46,0.394,0.686,0.226,0.317,0.503,0.492,0.269,0.683
47,0.088,1.558,0.453,0.392,0.652,0.881,0.395,0.300
48,1.546,0.310,0.215,0.185,0.678,0.072,0.378,0.495
49,0.897,0.684,0.633,0.473,0.225,0.134,0.738,1.525
50,1.178,1.969,0.214,0.341,0.777,1.086,0.204,0.947
51,0.463,0.523,0.746,0.194,0.405,0.955,0.377,0.447
52,0.403,0.324,0.854,0.568,0.343,0.908,0.176,0.703
53,0.570,0.412,0.155,0.352,0.135,0.680,0.373,0.660
54,0.223,0.545,0.643,0.370,0.253,0.321,0.518,1.711
55,0.294,0.240,1.074,0.215,0.222,0.449,0.222,0.781
56,1.582,0.568,0.193,0.194,0.224,0.248,0.287,0.087
57,1.202,0.359,0.584,1.228,0.679,1.325,0.363,1.430
58,0.294,0.402,0.395,0.172,0.105,0.182,0.558,0.808
59,0.137,0.732,0.174,0.193,0.557,0.094,0.907,0.624
60,1.384,1.091,0.377,0.150,0.191,0.288,0.466,0.834
61,0.722,1.194,0.599,0.351,0.323,0.279,0.336,0.358
62,0.627,1.045,0.556,0.104,0.094,0.162,0.359,0.690
63,0.800,0.268,0.187,0.369,0.113,0.431,0.667,0.521
64,0.791,0.725,0.372,0.118,0.324,0.428,0.548,0.568
65,0.552,0.235,0.353,0.274,1.217,1.386,0.313,0.626
66,1.030,1.192,0.413,0.076,0.133,0.226,0.407,1.128
67,1.614,0.170,0.456,0.235,0.153,1.803,0.461,0.375
68,0.164,0.963,0.310,0.265,0.093,0.358,0.636,0.480
69,1.531,0.930,0.346,0.242,0.931,0.433,0.718,1.584
70,0.545,0.670,0.535,0.137,0.252,0.108,0.537,1.307
71,0.768,0.181,0.166,0.226,0.102,0.885,0.634,0.706
72,0.625,0.521,0.294,0.290,0.117,1.158,0.125,0.262
73,1.791,0.296,0.225,0.144,0.097,1.961,0.706,0.327
74,0.579,0.426,0.385,0.210,0.097,0.924,0.278,0.423
75,0.521,0.476,0.306,0.175,0.182,0.145,0.324,0.110
76,1.032,0.339,0.315,0.283,0.136,0.736,0.298,0.445
77,0.883,0.740,0.686,0.315,0.126,0.896,0.808,1.050
78,1.243,1.459,0.501,0.350,0.118,0.479,0.681,0.670
79,1.040,0.547,0.582,0.208,0.104,0.981,0.307,0.091
80,1.159,0.403,0.252,0.158,0.186,0.253,0.479,0.920
81,0.903,1.899,0.437,0.388,0.109,0.095,0.447,0.676
82,0.690,0.249,0.948,0.084,0.193,0.215,0.497,0.385
83,0.391,1.264,0.418,0.219,0.290,0.691,0.328,0.620
84,0.688,0.474,0.325,0.163,0.111,0.461,0.685,0.124
85,0.075,0.255,0.243,0.310,0.135,0.076,0.356,1.794
86,0.281,0.486,0.369,0.294,0.090,0.531,0.280,0.725
87,0.276,0.283,0.505,0.445,0.346,1.100,0.811,0.970
88,0.434,0.614,0.363,0.177,0.547,0.113,0.262,1.282
89,0.678,0.763,0.461,0.280,0.141,0.437,0.410,0.990
90,0.336,0.799,0.198,0.233,0.143,0.520,0.585,0.867
91,0.831,0.334,0.256,0.149,0.220,0.182,0.284,0.497
92,0.544,0.235,0.426,0.241,0.882,1.137,0.421,1.604
93,1.363,0.702,0.242,0.184,0.331,0.206,0.133,0.443
94,1.120,0.255,0.388,0.185,0.523,0.608,0.242,1.068
