,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
0,0.891,0.899,0.932,0.886,0.756,0.872,0.883,0.858
1,0.821,0.922,0.864,0.830,1.041,0.842,0.969,0.849
2,0.818,0.876,0.881,0.869,0.823,0.749,0.891,0.868
3,0.830,0.905,1.009,0.883,1.038,0.806,0.873,0.812
4,0.849,0.924,0.819,0.979,0.778,1.039,0.884,0.907
5,0.796,0.928,0.902,0.860,0.853,0.897,0.905,0.930
6,1.006,0.904,0.852,0.818,0.895,0.836,0.811,0.934
7,0.829,0.898,0.804,0.836,0.740,0.856,0.864,0.794
8,0.921,0.929,0.827,0.916,0.872,0.922,0.972,0.781
9,0.727,0.958,0.797,0.849,0.853,0.834,0.830,0.753
10,0.896,0.814,0.762,0.911,0.978,0.876,0.968,0.820
11,0.694,0.827,0.804,0.840,0.859,0.858,0.895,0.860
12,0.858,0.876,0.796,1.131,0.787,0.743,0.957,0.935
13,0.844,0.901,0.838,0.910,0.836,0.780,0.889,0.985
14,0.806,0.918,0.900,0.864,0.861,1.012,1.026,0.837
15,0.953,0.835,0.806,0.941,1.065,0.829,0.840,0.824
16,0.822,0.889,0.844,0.841,0.937,0.994,0.906,0.894
17,0.857,0.885,0.871,1.000,0.833,0.857,0.971,0.835
18,0.878,0.903,0.876,0.943,0.871,0.875,0.857,0.783
19,0.831,0.921,0.909,0.805,1.154,0.922,0.959,0.915
20,0.950,0.844,0.881,0.811,0.862,0.883,0.855,1.051
21,0.894,0.848,0.901,0.746,0.871,0.761,0.916,0.851
22,0.845,0.866,0.850,1.103,0.972,0.836,0.808,0.900
23,0.963,0.860,0.887,0.955,0.821,0.732,0.944,0.837
24,0.884,0.908,0.815,0.932,0.982,0.813,0.952,0.871
25,0.875,0.843,0.889,0.793,0.769,0.795,0.905,0.859
26,0.841,0.940,0.846,0.906,0.925,0.932,0.916,0.838
27,0.914,0.918,0.858,0.843,0.773,0.850,0.855,0.865
28,0.870,0.918,0.881,0.940,0.807,0.753,0.996,0.867
29,0.923,0.971,0.875,0.933,0.974,0.907,0.864,0.967
30,0.892,1.003,0.950,0.878,0.898,0.799,0.853,0.834
31,0.880,0.967,0.881,0.812,0.846,0.779,0.912,0.886
32,0.832,0.907,0.874,0.969,0.887,0.923,0.883,0.885
33,0.855,0.838,0.898,0.873,0.725,0.860,0.888,0.821
34,0.932,0.744,0.907,0.931,0.948,0.819,0.976,0.916
35,0.840,0.856,0.973,0.971,0.784,0.809,0.928,0.818
36,1.034,0.829,0.938,0.809,0.896,0.835,0.830,0.819
37,0.890,0.899,0.853,0.893,0.888,0.848,0.957,0.841
38,0.918,0.825,0.876,0.844,0.828,0.767,0.917,0.905
39,0.814,1.218,0.884,0.931,0.825,0.811,0.883,0.864
40,0.829,0.807,0.872,0.807,0.849,1.250,0.925,0.810
41,0.877,0.967,0.840,0.858,0.817,0.865,0.873,0.850
42,0.828,0.867,0.811,0.860,1.246,0.867,0.785,0.827
43,0.959,0.971,0.856,0.879,0.807,0.849,0.848,0.826
44,0.911,0.862,0.924,0.828,0.907,0.899,0.966,0.827
45,0.809,0.884,0.936,0.741,0.859,0.699,0.912,0.818
46,0.806,0.811,0.882,0.861,0.852,0.869,0.939,0.877
47,0.724,0.853,0.942,1.023,0.858,0.843,0.956,0.850
48,0.885,0.849,0.832,0.784,0.838,0.786,0.803,0.920
49,0.892,0.916,0.849,0.843,0.834,0.722,0.961,0.864
50,0.867,0.825,0.857,0.930,0.882,0.819,0.915,0.846
51,0.880,0.832,0.827,0.775,0.777,0.975,0.984,0.928
52,0.789,0.817,0.804,0.912,0.873,0.815,0.880,0.935
53,0.931,1.059,0.924,0.953,0.794,0.860,0.910,0.857
54,0.834,0.915,0.985,0.883,1.091,1.010,0.890,0.894
55,0.938,0.902,0.887,0.818,0.877,0.802,1.045,0.932
56,0.871,0.836,0.808,0.864,0.904,0.818,0.847,0.743
57,0.847,1.070,0.932,0.813,0.913,0.812,0.811,0.867
58,0.866,0.856,0.848,0.777,0.743,0.846,0.842,0.932
59,0.746,0.871,0.819,0.821,0.870,0.778,0.865,0.876
60,0.880,0.876,0.921,0.898,0.821,0.863,0.857,0.856
61,0.897,0.930,0.894,0.806,1.195,0.898,0.900,0.839
62,0.848,0.908,0.854,0.852,0.877,0.772,0.957,0.836
63,0.875,0.862,0.765,0.931,0.792,0.846,0.859,0.852
64,0.874,0.870,1.014,0.831,1.477,0.774,0.917,0.863
65,0.870,0.937,0.770,0.891,0.848,0.866,0.871,0.979
66,0.945,1.001,0.895,0.739,0.818,0.850,0.872,0.943
67,0.839,0.911,0.891,0.906,0.801,0.916,0.946,0.846
68,0.680,0.862,0.898,0.875,0.709,0.822,0.860,0.982
69,0.835,0.951,0.851,0.814,0.840,0.894,0.878,0.842
70,0.923,0.893,0.901,0.743,1.045,0.745,0.913,0.817
