,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,nan,7.2848,-,0.166,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,nan,7.2975,2.7666,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,nan,20.1852,13.3197,6.1623,-,1.,0.0000,0.0000,0.0000
SW_30,nan,nan,22.6563,15.319,7.1007,1.1285,-,0.0000,0.0000,0.0000
SW_60,nan,nan,-26.2234,-33.8577,-21.9,-45.132,-50.1322,-,0.2239,0.003
SW_120,nan,nan,-23.0223,-30.4963,-20.4337,-41.947,-46.4321,2.6657,-,1.
sFC,nan,nan,-27.1637,-35.6257,-21.3245,-47.2312,-53.4319,3.9153,0.2833,-
