,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.82,3.83,1.46,2.57,1.44,3.01,8.30,26.97
DCC_joint,,3.82,,0.05,2.51,1.31,2.37,1.40,3.38,15.49
DCC_bivariate_loop,,3.83,0.05,,2.50,1.28,2.35,1.37,3.50,15.98
SW_cross_validated,,1.46,2.51,2.50,,1.19,0.05,1.42,6.70,23.67
SW_15,,2.57,1.31,1.28,1.19,,1.09,0.06,5.06,19.12
SW_30,,1.44,2.37,2.35,0.05,1.09,,1.28,6.32,21.48
SW_60,,3.01,1.40,1.37,1.42,0.06,1.28,,5.68,24.45
SW_120,,8.30,3.38,3.50,6.70,5.06,6.32,5.68,,13.70
sFC,,26.97,15.49,15.98,23.67,19.12,21.48,24.45,13.70,
