,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-7.28,-7.30,-20.19,-22.66,26.22,23.02,27.16
DCC_bivariate_loop,,,-7.28,,-2.77,-13.32,-15.32,33.86,30.50,35.63
SW_cross_validated,,,-7.30,-2.77,,-6.16,-7.10,21.90,20.43,21.32
SW_15,,,-20.19,-13.32,-6.16,,-1.13,45.13,41.95,47.23
SW_30,,,-22.66,-15.32,-7.10,-1.13,,50.13,46.43,53.43
SW_60,,,26.22,33.86,21.90,45.13,50.13,,-2.67,-3.92
SW_120,,,23.02,30.50,20.43,41.95,46.43,-2.67,,-0.28
sFC,,,27.16,35.63,21.32,47.23,53.43,-3.92,-0.28,
