,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.9369e-13,8.1065e-31,2.6259e-27,1.6075e-71,1.2740e-78,3.0827e-18,3.0750e-13,1.7738e-14
DCC_joint,,6.9369e-13,,1.7428e-12,1.6029e-12,6.6776e-63,1.3461e-73,9.4041e-89,3.5888e-75,1.1523e-92
DCC_bivariate_loop,,8.1065e-31,1.7428e-12,,5.9278e-03,9.8972e-34,5.7231e-42,3.0388e-119,3.4463e-106,7.2802e-126
SW_cross_validated,,2.6259e-27,1.6029e-12,5.9278e-03,,1.7578e-09,5.7468e-12,2.4646e-70,5.5685e-64,7.6252e-68
SW_15,,1.6075e-71,6.6776e-63,9.8972e-34,1.7578e-09,,2.5980e-01,1.2802e-158,3.6670e-148,3.0388e-165
SW_30,,1.2740e-78,1.3461e-73,5.7231e-42,5.7468e-12,2.5980e-01,,4.5569e-174,9.5507e-163,1.1562e-183
SW_60,,3.0827e-18,9.4041e-89,3.0388e-119,2.4646e-70,1.2802e-158,4.5569e-174,,7.9947e-03,1.0622e-04
SW_120,,3.0750e-13,3.5888e-75,3.4463e-106,5.5685e-64,3.6670e-148,9.5507e-163,7.9947e-03,,7.7711e-01
sFC,,1.7738e-14,1.1523e-92,7.2802e-126,7.6252e-68,3.0388e-165,1.1562e-183,1.0622e-04,7.7711e-01,
