,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0033,0.2805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,3.9518,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.9181
DCC_bivariate_loop,nan,2.6745,-1.2194,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0223
SW_cross_validated,nan,-6.7699,-10.8492,-9.4335,-,0.0000,0.0000,0.0021,1.,0.0000
SW_15,nan,-33.5561,-36.8618,-35.5489,-28.4204,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-20.8375,-24.6987,-23.2237,-14.7215,15.1047,-,0.0000,0.0000,0.0000
SW_60,nan,-10.5694,-14.5443,-13.1248,-4.0578,24.6692,10.5763,-,0.0001,0.0000
SW_120,nan,-5.2163,-8.9096,-7.6616,0.9985,27.8526,14.6614,4.7188,-,0.0000
sFC,nan,6.2783,2.2421,3.4507,13.4008,39.12,27.2895,17.0797,11.1451,-
