,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.13,-1.32,3.14,7.49,3.14,1.54,5.41,18.91
SVWP,0.13,,-1.63,3.18,7.88,3.20,1.51,5.75,21.22
DCC_joint,-1.32,-1.63,,4.86,11.29,5.36,3.91,9.69,37.78
SW_cross_validated,3.14,3.18,4.86,,3.31,-0.40,-2.22,1.04,11.57
SW_15,7.49,7.88,11.29,3.31,,-4.32,-7.32,-3.31,10.56
SW_30,3.14,3.20,5.36,-0.40,-4.32,,-2.12,1.79,15.32
SW_60,1.54,1.51,3.91,-2.22,-7.32,-2.12,,4.90,24.78
SW_120,5.41,5.75,9.69,1.04,-3.31,1.79,4.90,,19.89
sFC,18.91,21.22,37.78,11.57,10.56,15.32,24.78,19.89,
