,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.14,1.64,0.80,1.04,0.57,1.07,1.16,0.19
SVWP,0.14,,2.46,1.02,1.71,0.63,1.89,2.10,0.61
DCC_joint,1.64,2.46,,1.81,4.68,1.80,5.85,6.70,6.29
SW_cross_validated,0.80,1.02,1.81,,3.04,0.33,3.62,4.07,2.62
SW_15,1.04,1.71,4.68,3.04,,2.42,0.05,0.06,1.75
SW_30,0.57,0.63,1.80,0.33,2.42,,2.73,3.01,1.57
SW_60,1.07,1.89,5.85,3.62,0.05,2.73,,0.14,2.27
SW_120,1.16,2.10,6.70,4.07,0.06,3.01,0.14,,2.84
sFC,0.19,0.61,6.29,2.62,1.75,1.57,2.27,2.84,
